LEI,Name
2138005CXARJSSKXI995,ASOS PAYMENTS UK LIMITED
2138005DRCU66B8BNY04,ABG SUNDAL COLLIER ASA
2138005E73WFKMUWB750,FNALITY UK LIMITED
2138005FD9MF6EWMPQ38,FINBANK S.A
2138005FDGARM12E7D05,REDHEDGE ASSET MANAGEMENT LLP
2138005FDK48ZZCM3K08,Grammont Finance SA
2138005G7OZ24BLZMP56,BANCA DI PESARO CREDITO COOPERATIVO - SOCIETA' COOPERATIVA
2138005GCFJACFTZUD90,FERROGLOBE PLC
2138005GGSUB8VHSZL36,FNB CAPITAL SAL
2138005GZ9NIUNAYIX89,BNP PARIBAS CARDIF VITA COMPAGNIA DI ASSICURAZIONE E RIASSICURAZIONE S.P.A.
2138005I443DGTD2RC28,BERGEN CAPITAL MANAGEMENT AS
2138005IBE41C824QF22,VANQUIS BANK LIMITED
2138005J6IMAQUR36I17,IONA CAPITAL LTD
2138005JZ7C23CXVJF86,THE EXETER PRACTICE LIMITED
2138005M92IEIQVEL297,AS INBANK
2138005MGIT3X9ZTMP37,RØNDE SPAREKASSE
2138005N93KG8SY7ZN43,PIXXLES LTD
2138005NNERSR7ODIC73,LEGAL & GENERAL INVESTMENT MANAGEMENT LIMITED
2138005NRPF24GXXZP31,ADVICORP PUBLIC LIMITED COMPANY
2138005O9XJIJN4JPN90,NATWEST GROUP PLC
2138005PQVSNKBZ2AX62,BALLINGER MARKETS LTD.
2138005PR3L49ZS15G64,PERENNA BANK PLC
2138005QPVI3K8CTGY46,MITON ASSET MANAGEMENT LIMITED
2138005RIJIL7ST31H42,BNKPRO LTD
2138005RO8TZ9PLJ6770,EQUISTONE PARTNERS EUROPE LIMITED
2138005RTH2WREDDOM75,THE BRITISH LINEN COMPANY LIMITED
2138005RWEZRJPQX2653,T. BAILEY ASSET MANAGEMENT LIMITED
2138005SP78ELT822P61,KBC SECURITIES
2138005TIA9DGNYLA172,PAYSTREE LTD
2138005U6PFAG1EGQ670,THE BANK OF NEW YORK MELLON SA/NV - DUBLIN BRANCH
2138005V2ZQ2G86FZJ50,SKRILL LIMITED
2138005VOSNPE3MLAC08,AAF LIMITED
2138005WBTDA5ZJY2U73,KHAZANAH NASIONAL BERHAD
2138005YNZGB4JGPNL33,BANCA DI CREDITO COOPERATIVO DI RECANATI E COLMURANO - SOCIETA' COOPERATIVA
2138005YUU5EFETQ1257,Aukštaitijos kredito unija
2138005Z1VIHWTRSZO95,THE FOREMOST CURRENCY GROUP LTD
2138005ZEOWWBQI5ZU43,三菱日聯證券亞洲有限公司
2138005ZJSKL41494805,KLESCH & COMPANY LIMITED
213800616HA2JM8RMK31,BANK OF AFRICA SENEGAL
21380061NK7EDRA9BS34,"BANCO ATLÂNTICO EUROPA, S.A."
21380061THWMIVRMCB05,Conduit Securities Pte. Ltd.
21380061Y9JUANJ4DJ45,ABSA CAPITAL SECURITIES
21380062NCGSFNJ3LR64,MORGANS FINANCIAL LIMITED
21380062OLOC8IXGOQ78,SEILERN INVESTMENT MANAGEMENT LTD.
21380062Q7VI4YDKSS36,LIQUIDNET AUSTRALIA PTY LTD
21380063C9WS18D6WJ21,DANISH CROWN A/S
21380063ZX54EUEMBR73,TP ICAP MTF LIMITED
213800641NEEA3KG9K90,FREEMARKETFX LIMITED
21380064JXN6YW7QAS86,FINANTIA UK LIMITED
21380064SUJ91D9D4V88,EUROCORP ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΠΑΡΟΧΗΣ ΕΠΕΝΔΥΤΙΚΩΝ ΥΠΗΡΕΣΙΩΝ
21380065OVUSBK99TQ03,OXBURY BANK PLC
213800676U6GTEUXZE17,ALBOURNE PARTNERS LIMITED
21380067QLVQ3Z8RVT47,"LÆRERNES PENSION, FORSIKRINGSAKTIESELSKAB"
21380067YHFI7E7MX696,TRUELAYER LIMITED
21380068LJCDYA42GJ76,AFRICAN EXPORT - IMPORT BANK
21380068TTB6Z9ZEU548,PLAYTECH PLC
21380069F2WW2192UO48,VODAFONE GROUP SERVICES LIMITED
2138006AACENARGZJ838,PUNJAB NATIONAL BANK (INTERNATIONAL) LIMITED
2138006AXBAC4F1AWD58,TRADING 212 UK LIMITED
2138006AZECFVF4BN875,LLOYDS DEVELOPMENT CAPITAL (HOLDINGS) LIMITED
2138006BN642M7T45776,LEDBETTER LIMITED
2138006D32F9PXQ74N03,TRINITYBRIDGE LIMITED
2138006DHU9CTXV86Z88,APOLLO MANAGEMENT INTERNATIONAL LLP
2138006EK4WLNRQNJ364,QUILTER CHEVIOT INTERNATIONAL LIMITED
2138006FDWVEHMYAYK28,THIRD PLATFORM SERVICES LIMITED
2138006FECWIZUO67V37,國泰君安國際控股有限公司
2138006FMU2AQDQRJN35,PATRIA CREDIT INSTITUȚIE FINANCIARĂ NEBANCARĂ S.A.
2138006FNR865VUT1Q20,RBS INTERNATIONAL DEPOSITARY SERVICES S.A.
2138006H4YYN1CQFGX41,BEVERLEY BUILDING SOCIETY
2138006K7ABK4LRUP760,BALLINGER & CO. LTD
2138006MF4UXJA6C5A50,T.C. ZIRAAT BANKASI A S
2138006MHNIPTX474J89,"GEMINI PAYMENTS UK, LTD"
2138006N5LLOF59UG643,BANK OF AFRICA RDC
2138006N88Y57SVJYT49,SHARELINK SECURITIES AND FINANCIAL SERVICES LIMITED
2138006NIWZKTBTEQ490,GÖTEBORGS STAD
2138006NO5KSOIHM7H18,"MONTEPIO VALOR - SOCIEDADE GESTORA DE FUNDOS DE INVESTIMENTO, S.A."
2138006OGPE8PCA2AB75,EARL SHILTON BUILDING SOCIETY
2138006OSP9B2OSQBQ32,TRANSFERGO LTD
2138006PDDMTP3WDX242,Absa Bank Kenya PLC
2138006PH5CH5B63UA96,THE CHORLEY AND DISTRICT BUILDING SOCIETY
2138006PRPC7DIAIZV82,SINGER CAPITAL MARKETS LIMITED
2138006Q4P69VVS8MZ72,FREEDOM FINANCE EUROPE LTD
2138006QBN4BY5TE7574,WHITMAN HOWARD LIMITED
2138006R2IS13SA8EF62,SILCHESTER INTERNATIONAL INVESTORS LLP
2138006RD9NTR6UGG449,BANCOPOSTA FONDI S.P.A. SOCIETA' DI GESTIONE DEL RISPARMIO O
2138006REDF2GHELSE07,PT BUMIPUTERA SEKURITAS
2138006REMIK9KHZ3424,AL JAZEERA EXCHANGE COMPANY
2138006RZQ2Q5WP2V343,BANCA DI CREDITO COOPERATIVO DI FANO - SOCIETA' COOPERATIVA
2138006SKBMJJUE2HV03,TURQUOISE GLOBAL HOLDINGS LIMITED
2138006TR5OJ2EC1JB20,EUROCHANGE LIMITED
2138006TSK7BN1MDC772,SAGE TREASURY COMPANY LIMITED
2138006U3NWTQGC8QT20,ROBERT W. BAIRD LIMITED
2138006XK2FFFY53L343,TANDEM BANK LIMITED
2138006YNX8OGV67KH72,TABULA INVESTMENT MANAGEMENT LIMITED
2138006YWTJ8WVTDWK64,FXPRO UK LIMITED
21380071F98RZP7Q6F58,MARIANA INVESTMENT PARTNERS LLP
21380071JTH8HJFJDK78,SANLAM INVESTMENTS UK LIMITED
21380071OC6R1N8EPX06,CFP ENERGY LIMITED
2138007232T7JB81CP53,POSITIVE EQUITY LIMITED
21380072FPLBTFOSYG49,華泰資本投資有限公司
21380072G4NGH8FU1P58,WEST MIDLANDS ENTERPRISE LIMITED
21380073P7J4PAD91E29,EMKAP Ltd
21380074NBOIVN65R818,C&A TREASURY S.A.
21380076AAHNE6WA5G51,MARKS AND SPENCER UNIT TRUST MANAGEMENT LIMITED
21380076R9CRDLUI6F41,شركة المزيني للصيرفة ش م ك م
213800776KQOMMVHUW15,COLUMBIA THREADNEEDLE FUND MANAGEMENT LIMITED
2138007775I9GY8YOL39,AXI FINANCIAL SERVICES (UK) LIMITED
21380078CCZSEEIIKA41,THE ROYAL BANK OF SCOTLAND INTERNATIONAL LIMITED
21380078FJXYHFE8KP46,"ΓΡΗΓΟΡΗΣ ΣΑΡΑΝΤΗΣ ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΚΑΛΛΥΝΤΙΚΩΝ, ΕΝΔΥΜΑΤΩΝ, ΟΙΚΙΑΚΩΝ ΚΑΙ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΕΙΔΩΝ"
213800796SX7ZILTTX83,BANKING CIRCLE (LIECHTENSTEIN) AG
21380079AATLUNGD9Q32,UAE EXCHANGE UK LIMITED
2138007APLBQW5QGSX72,CHARTERHOUSE GENERAL PARTNERS (VIII) LIMITED
2138007BDV9IRS8AYD07,ISX FINANCIAL UK LTD
2138007BQ69NDVLRWH55,TRAVELEX LIMITED
2138007BUZRJ5YSHWF17,WILLIAMS INVESTMENT MANAGEMENT LLP
2138007C6HK7X4KY9567,NATION LANKA EQUITIES (PVT) LIMITED
2138007CJI27QYS3KL61,C. CZARNIKOW SUGAR FUTURES LIMITED
2138007CNPNW8FJ7KI18,SAMBA BANK LIMITED
2138007D4SHGY1KX4T75,FXPRO FINANCIAL SERVICES LTD
2138007DX2PGI77JX128,ОБЩИНСКА БАНКА
2138007EM894YQ19S568,استثمار القابضة ش.م.ع.ق
2138007EX5VCR4QPB730,TC ZIRAAT BANKASI AS
2138007F5HA5FFJROB80,"RIETUMU BANKA, AKCIJU SABIEDRĪBA"
2138007FKYFDIXTWQZ43,"HSBC SECURITIES INDONESIA, PT"
2138007HCL683ZPDD829,CLSA SINGAPORE PTE LTD
2138007HV8ZZO49STE85,TESCO PENSION INVESTMENT LIMITED
2138007JGI1M5YF7FJ53,Sydjysk Sparekasse
2138007K1UARPXBB8341,MUFG CORPORATE MARKETS (UK) LIMITED
2138007LKRN5CICILZ80,BLACK KETTLE INTERNATIONAL LIMITED
2138007LUPBTFEH45U88,BUTTERFIELD BANK (CHANNEL ISLANDS) LIMITED
2138007MMLDA9OQ1CQ40,GARBAN INTERNATIONAL
2138007NPQWP4AU2MC83,"FAIRWINDS INTERNATIONAL BANK, LLC"
2138007PG2OUTZ3VRC44,CAPITAL ΧΡΗΜΑΤΙΣΤΗΡΙΑΚΗ Α.Ε.Π.Ε.Υ.
2138007QHNWFQT39WW03,LIQUID GAS EQUIPMENT LIMITED
2138007QS5DDSY9HE584,FUTURE VALUE CONSULTANTS LIMITED
2138007QUZXQLFGCSV45,DANSK LANDBRUGS GROVVARESELSKAB A.M.B.A.
2138007R6SO8SJRB9Z36,NATIONAL FARMERS UNION MUTUAL INSURANCE SOCIETY LIMITED(THE)
2138007RMZJ9ZLEO9N66,"АКЦІОНЕРНЕ ТОВАРИСТВО """"УКРСИББАНК"""""
2138007SX6JDAUVXLI53,EDENTREE INVESTMENT MANAGEMENT LIMITED
2138007T3HU9R2V9SY68,SURESWIPE E.M.I. PLC
2138007TCSMGLHKSD677,VENDOME ASSET MANAGEMENT LIMITED
2138007TNJ412N79RU03,HARDCASTLE TRADING AG
2138007TW2T6EAHOTJ15,PRAXISIFM TRUST LIMITED
2138007VTXDM13PEUR82,"CHINA CITIC BANK CORPORATION LTD, LONDON BRANCH"
2138007WKF5CM2EUM824,"Citfin, spořitelní družstvo"
2138007WOMB3LIL5D546,INDIAN PACIFIC FUNDS MANAGEMENT PTY LTD
2138007YQFTUALU3GX55,ARAB BANK AUSTRALIA LIMITED
2138007ZHUXSGBB53N72,VANTAGE CAPITAL MARKETS LLP
2138007ZL8V6CFDRD656,IDEALING.COM LIMITED
21380081EP12LC86CB82,HSBC UK BANK PLC
21380081WSLNCSRX7115,"FONDO PENSIONE COMPLEMENTARE A CAPITALIZZAZIONE PER I LAVORATORI DELL'INDUSTRIA TESSILE - ABBIGLIAMENTO, DELLE CALZATURE E DEGLI ALTRI SETTORI INDUSTRIALI DEL SISTEMA MODA - PREVIMODA"
21380084NPZQSVLFJ124,INVESTEC AUSTRALIA LIMITED
21380085JLUHBLN69M35,COURTIERS INVESTMENT SERVICES LIMITED
21380086HP4FCV669J97,LIBERUM WEALTH LIMITED
21380087BRFAG9GDG481,HOM RE LIMITED
2138008864ADTHGQP554,MILLEIS BANQUE
213800888AEKT9RLEP27,الاتحاد الدولية للاستثمار - ذ م م
21380088AIDOVWME8H93,Ν. ΧΡΥΣΟΧΟΪΔΗΣ ΧΡΗΜΑΤΙΣΤΗΡΙΑΚΗ Α.Ε.Π.Ε.Υ.
21380088W2QBX7J5YZ92,S.I.T. SAVINGS LIMITED
21380089SXODJHI8OB46,ΙΝΤΕΛ ΕΞΠΡΕΣ ΙΔΡΥΜΑ ΠΛΗΡΩΜΩΝ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ
2138008ANZZHTOFO9Y42,RATHBONES INVESTMENT MANAGEMENT LIMITED
2138008AVF4W7FMW8W87,CEC BANK SA
2138008B5JPVTW2TCO70,FIDUS S.A.L
2138008BB2VS8R2PF621,BRITISH-AMERICAN TOBACCO (SINGAPORE) PRIVATE LIMITED
2138008BI2R18ERUEV19,SYMPHONY FINANCIAL PARTNERS (SINGAPORE) PTE. LTD.
2138008D75HEW8CH7F05,SPARK VENTURE MANAGEMENT LIMITED
2138008DSU51RVK2B468,WEALTHKERNEL LIMITED
2138008E9R5T8EA11I22,COFRA HOLDING AG
2138008EEJ75O782LP96,DUET ALTERNATIVE INVESTMENTS (UK) LIMITED
2138008EY5V67I9UY420,AVIVA WRAP UK LIMITED
2138008GGHD1Q6OZZ280,THIS BANK LIMITED
2138008GPO4TWA5DY372,MARKET HARBOROUGH BUILDING SOCIETY
2138008H1YNPC4OQXJ61,FNZ (UK) LTD
2138008ILOS84VKZRL98,ARQAAM SECURITIES BROKERAGE S.A.E
2138008JJ5PA8H5UIL69,JONESTRADING INSTITUTIONAL SERVICES LLC
2138008JU13PJ6VIC648,BANK OF AFRICA COTE D'IVOIRE
2138008K7KVOA2SVGD38,Investment Funds Direct Limited
2138008KTNTDICZU8L25,BANK SADERAT PLC
2138008L3B3MCG1DFS50,IMPERIAL BRANDS FINANCE PLC
2138008L5TTIZ79N5B27,ZADIG ASSET MANAGEMENT S.A.
2138008LEZ3ZLF8HJ541,CYNERGY BANK PLC
2138008LHD1TOYE4JE90,PIPER SANDLER LTD
2138008LQAHZJRBA1V88,GEMBA FINANCE LTD
2138008M9PIED5GJH856,KILTEARN PARTNERS LLP
2138008NEORY2DQV4R24,THORNBRIDGE INVESTMENT MANAGEMENT LLP
2138008NFY1BWOWPPK18,FABIAN J.A. FINLAY M.C.S.I.
2138008NIL42YTU4S857,XCONNECT TRADING LIMITED
2138008NSD1X1XFUK750,ΤΡΑΠΕΖΑ OPTIMA BANK A.E.
2138008O64PY6OS36I10,"CM CAPITAL MARKETS BOLSA, SOCIEDAD DE VALORES, S.A."
2138008OW7I7XOPH9X24,RVB CURRENCY UK LIMITED
2138008P3KOPXRP43C25,LOCAL PENSIONS PARTNERSHIP INVESTMENTS LTD
2138008P9NOMBRMROI73,LLOYDS BANK CORPORATE MARKETS WERTPAPIERHANDELSBANK GMBH
2138008PI5A1ZRB22X49,CAL INVESTMENTS LIMITED
2138008R2E4S7263EI48,BANCA DEL CERESIO SA
2138008RSFB9GXWKG684,بنك القاهرة عمان فرع شركة أجنبية
2138008RTFDU4QBT5686,KAMO INVESTMENTS LIMITED
2138008TN5EE8G988R66,BTIG AUSTRALIA LIMITED
2138008TNTD8XDWP4Y26,로스만스파이브스트비브이 (영업소)
2138008U6LKT8VG2UK85,ICAP CRIF A.E.
2138008UE4L8Z5IZXB19,FIS GLOBAL EXECUTION SERVICES LIMITED
2138008UL4MT8SNYKX10,TOWER RESEARCH CAPITAL EUROPE B.V.
2138008UN96JP2NBEA77,TELLWORTH INVESTMENTS LLP
2138008VIMXS2JH9RM85,MAKO GLOBAL DERIVATIVES PARTNERSHIP LLP
2138008VPZBXEN4VIA76,中信保诚基金管理有限公司
2138008VUMLNNMQ2W368,"MISR FOR CENTRAL CLEARING, DEPOSITORY & REGISTRY"
2138008X4AGVXBZN9J59,Tellus Fonder AB
2138008XQGT18GHKTS56,ALBERT E SHARP LLP
2138008XV9MITMPN2970,HERALD INVESTMENT MANAGEMENT LIMITED
2138008Y2XLPUGN6P703,WIREX LIMITED
2138008YMW56NUYN5S60,AMATI GLOBAL INVESTORS LIMITED
2138008Z54IOGPGG1838,"BENTOEL INTERNASIONAL INVESTAMA TBK, PT"
2138008ZUXHJXU69LB74,BANKPRO LIMITED
2138009113L7IDGEM175,RIO TINTO FINANCE PLC
21380091POGUW6TA4G79,EUROCHANGE FINANCIAL SERVICES LIMITED
21380092WROQH9AFU851,"MONTEPIO GESTÃO DE ACTIVOS - SOCIEDADE GESTORA DE ORGANISMOS DE INVESTIMENTO COLETIVO, S.A."
2138009547R4LBKW3U87,SPARK ADVISORY PARTNERS LIMITED
21380095A6VWMRKJZZ27,TOWER TRADING GROUP LIMITED
213800962URDJ8MY7540,ALGOENGINEERING EUROPE LIMITED
21380097KEMGO7TV4I35,مياب ش.م.ل
21380097NK4EDWWPMZ33,ORO PAY LTD
21380097QNN7QGLDSR92,ARIAN FINANCIAL LLP
213800984CWACNBY8F31,SPAREKASSEN FOR NR. NEBEL OG OMEGN
21380098NKAKODAG8W73,CANACCORD GENUITY WEALTH (INTERNATIONAL) LIMITED
21380099IEX9PVCH4523,KBR FOREIGN EXCHANGE LIMITED
21380099RT73NFBYS559,SPARKASSE BANK MALTA PUBLIC COMPANY LIMITED
2138009A2ADI4STS9925,"ALLIANCE CAPITAL INTERNATIONAL BANK, INC."
2138009BPIB3N98CK876,MODULR FINANCE B.V.
2138009CAEGO41Q6HB61,ALDERMORE BANK PLC
2138009CE61AAKCM8C29,PERCEPTIVE ECLINICAL LIMITED
2138009CEMNOB2KRSZ29,ONEIO SWISS GMBH
2138009CM5DCI2OQW132,PERSHING (CHANNEL ISLANDS) LIMITED
2138009CXUOQZ3WWFP41,Credit Agricole Securities (Asia) Limited
2138009D5LO4NW85DK68,CHELVERTON ASSET MANAGEMENT LIMITED
2138009E8SY23133YR81,RBS HG (UK) LIMITED
2138009EY9ZVHVBJN715,UNIVERSAL SECURITIES & INVESTMENTS LIMITED
2138009F8YAHVC8W3Q52,FITCH RATINGS LTD
2138009GJYEYRODQ3Q51,HSBC PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ
2138009GKOGCFS4USD64,EIGHTCAP EU LTD
2138009H8W7UDCV4AM62,UNIVERSAL MERCHANT BANK LIMITED
2138009HB2SUK1ABV560,JOHNSON CONTROLS RECYCLING GMBH
2138009HCMOFPLJDX642,СОФИЯ ИНТЕРНЕШЪНЪЛ СЕКЮРИТИЗ
2138009HQG7PPER2C920,ASHURST LLP
2138009IVDK5K9E6X944,BNP PARIBAS EL DJAZAÏR
2138009IY65NWMRNV733,INVESTMENT SERVICES UK LIMITED
2138009JF724N67UOX62,HSBC証券株式会社
2138009KG1B7J1LZPU65,ΚΥΚΛΟΣ ΧΡΗΜΑΤΙΣΤΗΡΙΑΚΗ Α.Ε.Π.Ε.Υ.
2138009KZO3MK7TV6372,SHORE CAPITAL STOCKBROKERS LIMITED
2138009LKV8MTQNLPV29,ELEVATE PORTFOLIO SERVICES LIMITED
2138009LQJCIELC72U55,CORNELIAN ASSET MANAGERS LIMITED
2138009M124EE2Q9ZK29,MARKS AND SPENCER FINANCIAL SERVICES PLC
2138009M3J56JQ9UH307,CINVEN LIMITED
2138009MQOMM5QRC4N88,P/F BETRI BANKI
2138009NJZSZQPYO8W25,اتش اس بى سى سكيورتيز ايجيبت
2138009NTJ7FDGURJ138,PARMENION CAPITAL PARTNERS LLP
2138009OAUOROKMFPK95,RAMSDENS FINANCIAL LIMITED
2138009ODJ86B31Z4259,GF FINANCIAL MARKETS (UK) LIMITED
2138009QCHFQV9RC4R40,LIETUVOS CENTRINĖ KREDITO UNIJA
2138009QIYIJIFHLOI25,華為全球金融(香港)有限公司
2138009RSHBBFY9NQA62,BANQUE INTERNATIONALE POUR LE COMMERCE ET L'INDUSTRIE DU GABON
2138009SLAM48YVX9X83,S.P. ANGEL CORPORATE FINANCE LLP
2138009SZ4USUGP1IM38,"CLSA PHILIPPINES, INC."
2138009V1NHVCXIQ6V62,CHARLES TAYLOR LIMITED
2138009W7VFCTUTYZG32,SUNRATE PARTNERS UK LIMITED
2138009W8HFNXTP6DG27,GORDIAN CAPITAL SINGAPORE PRIVATE LIMITED
2138009WF4R7XHKV7U62,SAVE THE CHILDREN INTERNATIONAL
2138009Y59EAR7H1UO97,"CITADELE BANKA, AKCIJU SABIEDRĪBA"
2138009YRV91LJ4YRP36,LINK SCHEME LTD
2138009ZY9F63P4MCK37,POLUNIN CAPITAL PARTNERS LIMITED
213800A1KVW9Y7MR5C64,YFM PRIVATE EQUITY LIMITED
213800A1O379I6DMCU10,APS BANK P.L.C.
213800A1PNS41NG89H87,IMC Trading B.V.
213800A1UXCRXZBMS586,SAHARA ENERGY RESOURCE LIMITED
213800A2J4WCES8TPM32,CHANNEL INVESTMENT MANAGEMENT LIMITED
213800A3KLRXIIXJGI79,TAM ASSET MANAGEMENT LTD
213800A3YBCKWVF3DM64,VIVABANK ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΤΡΑΠΕΖΙΚΗ ΕΤΑΙΡΕΙΑ
213800A4MPQ69BJNWI51,انفستكورب القابضة ش.م.ب (مقفلة)
213800A58YTPJWO3JX39,MAGYAR COFIDIS BANK ZÁRTKÖRŰEN MŰKÖDŐ RÉSZVÉNYTÁRSASÁG
213800A5US82UYY9H485,Dragon Capital (Cyprus) Limited
213800A6B77OYFMPJ124,DOWGATE WEALTH LIMITED
213800A6KGK5GO17EZ17,BROOKS MACDONALD ASSET MANAGEMENT LIMITED
213800A6ROLXD5G13B92,JS GLOBAL CAPITAL LIMITED
213800A6Y3HK3RQF8X81,VIVA PAYMENT SERVICES S.A
213800A7BEQATAOUAN40,INSTINET GERMANY GMBH
213800A7BOPQRC475O81,OAKNORTH BANK PLC
213800A846PRFCGT7P34,TS CAPITAL LIMITED
213800A8XWE825ERQP88,PANASONIC HOLDING (NETHERLANDS) B.V.
213800A8YYXFAW3J4E54,Resilience Asset Management (IOM) Ltd
213800A916APXLJZFD29,"TOLOMEO BANK INTERNATIONAL, CORP."
213800A9FKHWR4AHQG70,FLOENE ENERGIAS S.A.
213800A9GT65GAES2V60,バークレイズ証券株式会社
213800AB46IBMI36YY02,THOMAS GRANT & COMPANY LIMITED
213800AB6ACQ6JZUS306,VAN LANSCHOT KEMPEN INVESTMENT MANAGEMENT (UK) LTD
213800ABZ1O2Q65O2834,JAMES BREARLEY & SONS LIMITED
213800AC1F7GHULDMD33,ONE.IO UK LIMITED
213800AC6WKTSLP9PM85,ACM LIMITED
213800ADE5WM2O6T4186,BROWN ADVISORY LIMITED
213800ADTTGIOL88BK40,HSBC TRUST COMPANY (CANADA)
213800AE4AHNE9BJS682,CHINGGIS KHAAN BANK LLC
213800AE5VSF3V1PAV23,STARLING BANK LIMITED
213800AE7WZ7XD54KI94,ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΠΑΡΟΧΗΣ ΕΠΕΝΔΥΤΙΚΩΝ ΥΠΗΡΕΣΙΩΝ
213800AFN5B5PXBI9Q38,ΕΛΛΗΝΙΚΑ ΤΑΧΥΔΡΟΜΕΙΑ Α.Ε.
213800AFQW3ASUKG7I91,J P JENKINS LIMITED
213800AG2H8MB5FGJ538,GUY BUTLER LIMITED
213800AG3HQ35SCTZQ84,STRATA GLOBAL LIMITED
213800AGKVL18YKQSV51,BANCO MARCHIGIANO CREDITO COOPERATIVO
213800AGN9P9YEU6AG92,LAWCOMM SOLICITORS
213800AHASVLW3QIYP34,INTERCONTINENTAL INVESTMENT BANK LTD
213800AI8LO7V2B65L29,TTG CAPITAL LIMITED
213800AINT5U4D66UA65,ALRAYAN BANK LIMITED
213800AJ5EJQFUG1O945,METHODOLOGY ASSET MANAGEMENT (UK) LLP
213800AJC8I72ZCD2E71,LEGAL & GENERAL FINANCE PLC
213800AKFASSQE52AZ88,NATIONAL BANK OF RWANDA
213800ALAYXML9EXV983,"LUSOPAY INSTITUIÇÃO DE PAGAMENTO, LDA"
213800ALVRC52VN3I821,CAVENDISH SECURITIES PLC
213800AM3GW6EP363318,LOWES FINANCIAL MANAGEMENT LIMITED
213800AM4YPXWV56D273,GREENERGY FUELS LIMITED
213800AMC6NV2C4RHT24,CMC MARKETS CANADA INC.
213800AN74H6CW4MAP75,BANQUE INTERNATIONALE POUR LE COMMERCE ET L'INDUSTRIE DE CÔTE D'IVOIRE
213800ANK59AYB612F23,INTACT INSURANCE UK LIMITED
213800ANMAAZGPH2NN22,瀚亞證券投資信託股份有限公司
213800AO44WSY18G9884,GLOBAL EXCHANGE LIMITED
213800APBQ4LDMURMV76,HSBC CASA DE BOLSA SA DE CV GRUPO FINANCIERO HSBC
213800APH22OWJSEUG89,CDAM (UK) LIMITED
213800AQ53KT5ACALQ54,"BNI - BANCO DE NEGOCIOS INTERNACIONAL (EUROPA), S.A."
213800AQHMYPEH8NNA33,BANK OF BEIRUT (UK) LTD
213800ARTVZQSADRZ559,KING & SHAXSON LIMITED
213800ATLYK9ETQ3AX94,PZ CUSSONS (INTERNATIONAL) LIMITED
213800ATOEC2O773PJ02,OX GLOBAL INVESTMENTS LTD
213800AU3TK8WLTHMK32,ЗАГОРА ФИНАКОРП АД
213800AUGBYHWNB1OX30,BREWIN NOMINEES LIMITED
213800AUWICF8C8Z8Q68,SHARP INTERNATIONAL FINANCE (U.K.) PLC
213800AVH7PAL4AJN374,TELCO UK PUBLIC LIMITED COMPANY
213800AW2EANOAI37934,FRANK SMYTHSON LIMITED
213800AWGB5LLXMDGD46,ROMETSCH & MOOR LIMITED
213800AWTJESHH3ZZM26,INTERNATIONAL STRATEGY & INVESTMENT (UK) LIMITED
213800AXCQ9J9EVHNP33,PROCHOICE CHRIMATISTIRIAKI LIMITED
213800AXQUILVAQS3374,ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΤΡΑΠΕΖΑ ΗΠΕΙΡΟΥ ΣΥΝ.Π.Ε
213800AYQA28LZ7J6M48,UNION BANK OF INDIA (UK) LIMITED
213800AYTX5HOEOMXH86,OHENTPAY UK LIMITED
213800AZGTTC1AVBT150,CORUSCANT
213800B1L4EG1U684272,EQUALS MONEY INTERNATIONAL LIMITED
213800B1PHY5T6364353,씨엘에스에이코리아증권(주)
213800B263DJ49BZMI48,VENN SOFTWARE INC.
213800B2Z5KT33SW4D67,CAYMAN NATIONAL BANK (ISLE OF MAN) LIMITED
213800B4JQSRXQZPLD35,BCP BANK (MAURITIUS) LTD
213800B4RV7E6945FK16,FELCE MANAGEMENT CO LIMITED
213800B51FP17LGMHI59,RM CAPITAL MARKETS LIMITED
213800B5H2YBMFMFGX72,MONDO TV (SUISSE) SA
213800B5JIJ6CLE1UB91,FORSYTH BARR LIMITED
213800B6NFUNHBD4J569,SALT BANK S.A.
213800B7528Q4DIF2G76,FITCH RATINGS CIS LTD
213800B76FU2LH8AOQ08,MARLBOROUGH FUND MANAGERS LTD.
213800B7TI4OVNNTB714,MONEX EUROPE MARKETS LIMITED
213800B7TYG6ZC24PM32,AL FARDAN EXCHANGE SOLE PROPRIETORSHIP L.L.C.
213800B7YR2EA67O3G77,IG INDEX LIMITED
213800B8TGGY5OVJ4779,SHAREGAIN LTD
213800B94Q9U7RMRD715,OIL BROKERAGE LIMITED
213800B95DV1LI4ETG25,SHORE CAPITAL AND CORPORATE LIMITED
213800B9EV3SYDO3W459,AVEVA SOLUTIONS LIMITED
213800B9W4D1EISCLP26,CLSA AUSTRALIA PTY LTD
